7,BTC_XMR,5 min,2021-07-11 23:30:48.304002,0.00624637,0.00624617,0.00624705,0.00624686
8,BTC_SNX,5 min,2021-07-11 23:30:48.318171,0.00039539,0.00039447,0.00039809,0.00039453
9,BTC_MKR,5 min,2021-07-11 23:30:48.324141,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,5 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,5 min,2021-07-11 23:30:37.320755,0.00002601,0.00002600,0.00002602,0.00002600
12,BTC_QTUM,5 min,2021-07-11 23:30:25.793092,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,5 min,2021-07-11 23:30:45.662418,0.00053926,0.00053828,0.00053933,0.00053869
14,BTC_REN,5 min,2021-07-11 23:30:45.008917,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,5 min,2021-07-11 23:30:48.930130,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,5 min,2021-07-11 23:30:48.306133,0.06280232,0.06275947,0.06280232,0.06275947
17,BTC_ARDR,5 min,2021-07-11 23:30:12.362478,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,5 min,2021-07-11 23:30:48.926667,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,5 min,2021-07-11 23:30:41.684520,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,5 min,2021-07-11 23:30:49.348234,0.00395576,0.00395367,0.00395820,0.00395629
21,BTC_ETC,5 min,2021-07-11 23:29:18.569873,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,5 min,2021-07-11 23:30:44.608393,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,5 min,2021-07-11 23:30:35.961333,0.00000631,0.00000631,0.00000632,0.00000632
24,BTC_XRP,5 min,2021-07-11 23:30:35.972787,0.00001874,0.00001874,0.00001875,0.00001874
25,BTC_LSK,5 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,5 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,5 min,2021-07-11 23:30:48.308133,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,5 min,2021-07-11 23:30:45.016312,0.00894203,0.00894203,0.00894853,0.00894853
29,BTC_KLV,5 min,2021-07-11 23:30:45.950341,0.00000143,0.00000143,0.00000145,0.00000143
30,BTC_WRX,5 min,2021-07-11 23:30:48.334072,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,5 min,2021-07-11 23:30:25.786469,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,5 min,2021-07-11 23:30:21.957149,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,5 min,2021-07-11 23:30:45.015441,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,5 min,2021-07-11 23:30:45.020342,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,5 min,2021-07-11 23:30:12.390721,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,5 min,2021-07-11 23:30:39.203109,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,5 min,2021-07-11 23:30:34.171560,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,5 min,2021-07-11 23:29:07.034981,0.00004424,0.00004424,0.00004424,0.00004424
39,BTC_SWAP,5 min,2021-07-11 23:30:46.606448,0.00002401,0.00002401,0.00002401,0.00002401
40,BTC_MANA,5 min,2021-07-11 23:30:39.192154,0.00002103,0.00002103,0.00002103,0.00002103
41,BTC_CHR,5 min,2021-07-11 23:30:36.619067,0.00000513,0.00000513,0.00000515,0.00000515
42,BTC_BAT,5 min,2021-07-11 23:29:57.198968,0.00001653,0.00001653,0.00001657,0.00001657
43,BTC_BCHSV,5 min,2021-07-11 23:27:03.090576,0.00412184,0.00412184,0.00412184,0.00412184
44,BTC_XEM,5 min,2021-07-11 23:27:10.492627,0.00000357,0.00000357,0.00000357,0.00000357
45,BTC_NMR,5 min,2021-07-11 23:27:33.331603,0.00092364,0.00092364,0.00092364,0.00092364
46,BTC_LPT,5 min,2021-07-11 23:30:39.195123,0.00045893,0.00045893,0.00045893,0.00045893
47,BTC_ZRX,5 min,2021-07-11 23:29:46.817448,0.00002264,0.00002264,0.00002264,0.00002264
48,BTC_GAS,5 min,2021-07-11 23:30:23.625293,0.00017697,0.00017697,0.00017697,0.00017697
49,BTC_STR,5 min,2021-07-11 23:30:41.011983,0.00000727,0.00000725,0.00000727,0.00000725
50,BTC_HGET,5 min,2021-07-11 23:29:28.496645,0.00013187,0.00013187,0.00013187,0.00013187
51,BTC_FARM,5 min,2021-07-11 23:30:48.356828,0.00199729,0.00199729,0.00199729,0.00199729
52,BTC_DCR,5 min,2021-07-11 23:29:01.212271,0.00398889,0.00398889,0.00398889,0.00398889
53,BTC_XTZ,5 min,2021-07-11 23:29:24.149382,0.00008461,0.00008461,0.00008461,0.00008461
54,BTC_CVC,5 min,2021-07-11 23:29:36.625047,0.00000714,0.00000714,0.00000714,0.00000714
55,BTC_REPV2,5 min,2021-07-11 23:30:08.598022,0.00044750,0.00044750,0.00044750,0.00044750
0,BTC_STEEM,1 min,2021-07-11 23:31:15.536134,0.00001211,0.00001202,0.00001211,0.00001211
